769 pairs total, 769 to do, 6 workers
[461/769] i=460 rc=0 0.6s {"i": 460, "pair": "json-c__0.18+ds__0.19+ds", "libs": 1, "err": false}
[462/769] i=463 rc=0 1.3s {"i": 463, "pair": "nftables__1.0.9__1.1.0", "libs": 1, "err": false}
[463/769] i=462 rc=0 1.5s {"i": 462, "pair": "nftables__1.0.8__1.0.9", "libs": 1, "err": false}
[464/769] i=461 rc=0 1.5s {"i": 461, "pair": "nftables__1.0.7__1.0.8", "libs": 1, "err": false}
[465/769] i=465 rc=0 1.4s {"i": 465, "pair": "nftables__1.1.1__1.1.2", "libs": 1, "err": false}
[466/769] i=464 rc=0 1.4s {"i": 464, "pair": "nftables__1.1.0__1.1.1", "libs": 1, "err": false}
[467/769] i=466 rc=0 1.3s {"i": 466, "pair": "nftables__1.1.2__1.1.3", "libs": 1, "err": false}
[468/769] i=470 rc=0 0.5s {"i": 470, "pair": "libmaxminddb__1.4.3__1.5.0", "libs": 1, "err": false}
[469/769] i=471 rc=0 0.5s {"i": 471, "pair": "libmaxminddb__1.5.0__1.5.2", "libs": 1, "err": false}
[470/769] i=472 rc=0 0.6s {"i": 472, "pair": "libmaxminddb__1.5.2__1.7.1", "libs": 1, "err": false}
[471/769] i=473 rc=0 0.5s {"i": 473, "pair": "libmaxminddb__1.7.1__1.8.0", "libs": 1, "err": false}
[472/769] i=467 rc=0 1.3s {"i": 467, "pair": "nftables__1.1.3__1.1.4", "libs": 1, "err": false}
[473/769] i=474 rc=0 0.5s {"i": 474, "pair": "libmaxminddb__1.8.0__1.9.1", "libs": 1, "err": false}
[474/769] i=468 rc=0 1.4s {"i": 468, "pair": "nftables__1.1.4__1.1.5", "libs": 1, "err": false}
[475/769] i=469 rc=0 1.4s {"i": 469, "pair": "nftables__1.1.5__1.1.6", "libs": 1, "err": false}
[476/769] i=475 rc=0 0.5s {"i": 475, "pair": "libmaxminddb__1.9.1__1.10.0", "libs": 1, "err": false}
[477/769] i=476 rc=0 0.5s {"i": 476, "pair": "libmaxminddb__1.10.0__1.11.0", "libs": 1, "err": false}
[478/769] i=477 rc=0 0.6s {"i": 477, "pair": "libmaxminddb__1.11.0__1.12.2", "libs": 1, "err": false}
[479/769] i=478 rc=0 0.6s {"i": 478, "pair": "libmaxminddb__1.12.2__1.13.3", "libs": 1, "err": false}
[480/769] i=479 rc=0 0.5s {"i": 479, "pair": "gpm__1.20.4__1.20.7", "libs": 1, "err": false}
[481/769] i=481 rc=0 0.7s {"i": 481, "pair": "libksba__1.6.2__1.6.3", "libs": 1, "err": false}
[482/769] i=480 rc=0 0.7s {"i": 480, "pair": "libksba__1.6.0__1.6.2", "libs": 1, "err": false}
[483/769] i=482 rc=0 0.7s {"i": 482, "pair": "libksba__1.6.3__1.6.4", "libs": 1, "err": false}
[484/769] i=483 rc=0 0.7s {"i": 483, "pair": "libksba__1.6.4__1.6.5", "libs": 1, "err": false}
[485/769] i=484 rc=0 0.7s {"i": 484, "pair": "libksba__1.6.5__1.6.6", "libs": 1, "err": false}
[486/769] i=485 rc=0 0.8s {"i": 485, "pair": "libksba__1.6.6__1.6.7", "libs": 1, "err": false}
[487/769] i=486 rc=0 0.7s {"i": 486, "pair": "libksba__1.6.7__1.6.8", "libs": 1, "err": false}
[488/769] i=487 rc=0 0.8s {"i": 487, "pair": "libksba__1.6.8__1.8.0", "libs": 1, "err": false}
[489/769] i=489 rc=0 0.5s {"i": 489, "pair": "jemalloc__3.6.0__5.0.1", "libs": 0, "err": true}
[490/769] i=488 rc=0 0.7s {"i": 488, "pair": "libksba__1.8.0__1.8.1", "libs": 1, "err": false}
[491/769] i=490 rc=0 1.1s {"i": 490, "pair": "jemalloc__5.0.1__5.1.0", "libs": 1, "err": false}
[492/769] i=491 rc=0 1.1s {"i": 491, "pair": "jemalloc__5.1.0__5.2.1", "libs": 1, "err": false}
[493/769] i=492 rc=0 1.2s {"i": 492, "pair": "jemalloc__5.2.1__5.3.0", "libs": 1, "err": false}
[494/769] i=493 rc=0 1.3s {"i": 493, "pair": "jemalloc__5.3.0__5.3.1", "libs": 1, "err": false}
[495/769] i=497 rc=0 7.1s {"i": 497, "pair": "libde265__1.0.11__1.0.12", "libs": 1, "err": false}
[496/769] i=498 rc=0 7.2s {"i": 498, "pair": "libde265__1.0.12__1.0.13", "libs": 1, "err": false}
[497/769] i=499 rc=0 7.3s {"i": 499, "pair": "libde265__1.0.13__1.0.15", "libs": 1, "err": false}
[498/769] i=496 rc=0 11.8s {"i": 496, "pair": "libde265__1.0.9__1.0.11", "libs": 1, "err": false}
[499/769] i=500 rc=0 7.3s {"i": 500, "pair": "libde265__1.0.15__1.0.16", "libs": 1, "err": false}
[500/769] i=494 rc=0 15.3s {"i": 494, "pair": "libde265__1.0.7__1.0.8", "libs": 1, "err": false}
[501/769] i=501 rc=0 7.4s {"i": 501, "pair": "libde265__1.0.16__1.0.18", "libs": 1, "err": false}
[502/769] i=502 rc=0 7.7s {"i": 502, "pair": "libde265__1.0.18__1.1.1", "libs": 1, "err": false}
[503/769] i=503 rc=0 4.3s {"i": 503, "pair": "lerc__3.0+ds__4.0.0+ds", "libs": 1, "err": false}
[504/769] i=495 rc=0 16.5s {"i": 495, "pair": "libde265__1.0.8__1.0.9", "libs": 1, "err": false}
[505/769] i=504 rc=0 4.8s {"i": 504, "pair": "lerc__4.0.0+ds__4.1.0+ds", "libs": 1, "err": false}
[506/769] i=505 rc=0 4.8s {"i": 505, "pair": "lerc__4.1.0+ds__4.1.1+ds", "libs": 1, "err": false}
[507/769] i=506 rc=0 4.7s {"i": 506, "pair": "lerc__4.1.1+ds__4.2.0+ds", "libs": 1, "err": false}
[508/769] i=510 rc=0 0.7s {"i": 510, "pair": "snappy__1.1.3__1.1.4", "libs": 1, "err": false}
[509/769] i=511 rc=0 0.8s {"i": 511, "pair": "snappy__1.1.4__1.1.6", "libs": 1, "err": false}
[510/769] i=512 rc=0 0.9s {"i": 512, "pair": "snappy__1.1.6__1.1.7", "libs": 1, "err": false}
[511/769] i=513 rc=0 0.8s {"i": 513, "pair": "snappy__1.1.7__1.1.8", "libs": 1, "err": false}
[512/769] i=514 rc=0 0.9s {"i": 514, "pair": "snappy__1.1.8__1.1.9", "libs": 1, "err": false}
[513/769] i=515 rc=0 1.0s {"i": 515, "pair": "snappy__1.1.9__1.1.10", "libs": 1, "err": false}
[514/769] i=516 rc=0 1.0s {"i": 516, "pair": "snappy__1.1.10__1.2.1", "libs": 1, "err": false}
[515/769] i=517 rc=0 1.0s {"i": 517, "pair": "snappy__1.2.1__1.2.2", "libs": 1, "err": false}
[516/769] i=508 rc=0 11.4s {"i": 508, "pair": "aspell__0.60.8__0.60.8.1", "libs": 11, "err": false}
[517/769] i=509 rc=0 11.6s {"i": 509, "pair": "aspell__0.60.8.1__0.60.8.2", "libs": 11, "err": false}
[518/769] i=507 rc=0 12.6s {"i": 507, "pair": "aspell__0.60.7__0.60.8", "libs": 10, "err": false}
[519/769] i=518 rc=0 58.3s {"i": 518, "pair": "libheif__1.19.1__1.19.3", "libs": 1, "err": false}
[520/769] i=519 rc=0 58.8s {"i": 519, "pair": "libheif__1.19.3__1.19.5", "libs": 1, "err": false}
[521/769] i=520 rc=0 60.9s {"i": 520, "pair": "libheif__1.19.5__1.19.7", "libs": 1, "err": false}
[522/769] i=521 rc=0 58.8s {"i": 521, "pair": "libheif__1.19.7__1.19.8", "libs": 1, "err": false}
[523/769] i=522 rc=0 74.5s {"i": 522, "pair": "libheif__1.19.8__1.20.1", "libs": 1, "err": false}
[524/769] i=528 rc=0 2.4s {"i": 528, "pair": "z3__4.8.4__4.8.6", "libs": 0, "err": true}
[525/769] i=529 rc=0 0.5s {"i": 529, "pair": "z3__4.8.6__4.8.7", "libs": 0, "err": true}
[526/769] i=523 rc=0 86.3s {"i": 523, "pair": "libheif__1.20.1__1.20.2", "libs": 1, "err": false}
[527/769] i=527 rc=0 90.8s {"i": 527, "pair": "z3__4.4.1__4.8.4", "libs": 1, "err": false}
[528/769] i=524 rc=0 106.0s {"i": 524, "pair": "libheif__1.20.2__1.21.2", "libs": 1, "err": false}
[529/769] i=530 rc=0 88.6s {"i": 530, "pair": "z3__4.8.7__4.8.8", "libs": 1, "err": false}
[530/769] i=531 rc=0 90.7s {"i": 531, "pair": "z3__4.8.8__4.8.9", "libs": 1, "err": false}
[531/769] i=535 rc=0 5.7s {"i": 535, "pair": "libyuv__0.0.1898.20241219__0.0.1899.20250103", "libs": 1, "err": false}
[532/769] i=536 rc=0 7.4s {"i": 536, "pair": "libyuv__0.0.1899.20250103__0.0.1904.20250204", "libs": 1, "err": false}
[533/769] i=537 rc=0 4.9s {"i": 537, "pair": "libyuv__0.0.1904.20250204__0.0.1916.20250814", "libs": 1, "err": false}
[534/769] i=525 rc=0 142.8s {"i": 525, "pair": "libheif__1.21.2__1.23.1", "libs": 1, "err": false}
[535/769] i=538 rc=0 3.2s {"i": 538, "pair": "libyuv__0.0.1916.20250814__0.0.1919.20250919", "libs": 1, "err": false}
[536/769] i=539 rc=0 4.0s {"i": 539, "pair": "libyuv__0.0.1919.20250919__0.0.1922.20251210", "libs": 1, "err": false}
[537/769] i=540 rc=0 3.3s {"i": 540, "pair": "libyuv__0.0.1922.20251210__0.0.1922.20260106", "libs": 1, "err": false}
[538/769] i=541 rc=0 3.8s {"i": 541, "pair": "libyuv__0.0.1922.20260106__0.0.1948.20260702", "libs": 1, "err": false}
[539/769] i=542 rc=0 4.0s {"i": 542, "pair": "libyuv__0.0.1948.20260702__0.0.1949.20260706", "libs": 1, "err": false}
[540/769] i=543 rc=0 4.1s {"i": 543, "pair": "libyuv__0.0.1949.20260706__0.0.1959.20260817", "libs": 1, "err": false}
[541/769] i=526 rc=0 174.6s {"i": 526, "pair": "libheif__1.23.1__1.23.2", "libs": 1, "err": false}
[542/769] i=544 rc=0 31.9s {"i": 544, "pair": "libgav1__0.16.0__0.16.3", "libs": 1, "err": false}
[543/769] i=547 rc=0 0.8s {"i": 547, "pair": "libgav1__0.18.0__0.19.0", "libs": 0, "err": true}
[544/769] i=548 rc=0 0.5s {"i": 548, "pair": "libgav1__0.19.0__0.20.0", "libs": 0, "err": true}
[545/769] i=545 rc=0 31.9s {"i": 545, "pair": "libgav1__0.16.3__0.17.0", "libs": 1, "err": false}
[546/769] i=546 rc=0 13.1s {"i": 546, "pair": "libgav1__0.17.0__0.18.0", "libs": 1, "err": false}
[547/769] i=549 rc=0 4.0s {"i": 549, "pair": "libcaca__0.99.beta19__0.99.beta20", "libs": 4, "err": false}
[548/769] i=532 rc=0 104.4s {"i": 532, "pair": "z3__4.8.9__4.8.10", "libs": 1, "err": false}
[549/769] i=551 rc=0 17.7s {"i": 551, "pair": "zeromq3__4.2.5__4.3.1", "libs": 1, "err": false}
[550/769] i=552 rc=0 20.2s {"i": 552, "pair": "zeromq3__4.3.1__4.3.2", "libs": 1, "err": false}
[551/769] i=533 rc=0 114.4s {"i": 533, "pair": "z3__4.8.10__4.8.12", "libs": 1, "err": false}
[552/769] i=550 rc=0 35.7s {"i": 550, "pair": "zeromq3__4.2.3__4.2.5", "libs": 1, "err": false}
[553/769] i=556 rc=0 5.8s {"i": 556, "pair": "game-music-emu__0.6.0__0.6.1", "libs": 1, "err": false}
[554/769] i=557 rc=0 4.3s {"i": 557, "pair": "game-music-emu__0.6.1__0.6.2", "libs": 1, "err": false}
[555/769] i=558 rc=0 3.5s {"i": 558, "pair": "game-music-emu__0.6.2__0.6.3", "libs": 1, "err": false}
[556/769] i=559 rc=0 3.2s {"i": 559, "pair": "game-music-emu__0.6.3__0.6.4", "libs": 1, "err": false}
[557/769] i=560 rc=0 3.8s {"i": 560, "pair": "game-music-emu__0.6.4__0.6.5", "libs": 1, "err": false}
[558/769] i=534 rc=0 120.4s {"i": 534, "pair": "z3__4.8.12__4.13.3", "libs": 1, "err": false}
[559/769] i=561 rc=0 4.6s {"i": 561, "pair": "chromaprint__1.2__1.3", "libs": 1, "err": false}
[560/769] i=555 rc=0 25.6s {"i": 555, "pair": "zeromq3__4.3.4__4.3.5", "libs": 1, "err": false}
[561/769] i=562 rc=0 4.8s {"i": 562, "pair": "chromaprint__1.3__1.3.2", "libs": 1, "err": false}
[562/769] i=563 rc=0 6.0s {"i": 563, "pair": "chromaprint__1.3.2__1.4.1", "libs": 1, "err": false}
[563/769] i=564 rc=0 6.4s {"i": 564, "pair": "chromaprint__1.4.1__1.4.2", "libs": 1, "err": false}
[564/769] i=565 rc=0 5.0s {"i": 565, "pair": "chromaprint__1.4.2__1.4.3", "libs": 1, "err": false}
[565/769] i=566 rc=0 3.8s {"i": 566, "pair": "chromaprint__1.4.3__1.5.0", "libs": 1, "err": false}
[566/769] i=553 rc=0 40.7s {"i": 553, "pair": "zeromq3__4.3.2__4.3.3", "libs": 1, "err": false}
[567/769] i=554 rc=0 34.6s {"i": 554, "pair": "zeromq3__4.3.3__4.3.4", "libs": 1, "err": false}
[568/769] i=567 rc=0 3.7s {"i": 567, "pair": "chromaprint__1.5.0__1.5.1", "libs": 1, "err": false}
[569/769] i=568 rc=0 4.8s {"i": 568, "pair": "chromaprint__1.5.1__1.6.0", "libs": 1, "err": false}
[570/769] i=569 rc=0 6.2s {"i": 569, "pair": "chromaprint__1.6.0__1.6.1", "libs": 1, "err": false}
[571/769] i=570 rc=0 59.5s {"i": 570, "pair": "apt__3.1.12__3.1.13", "libs": 1, "err": false}
[572/769] i=571 rc=0 59.9s {"i": 571, "pair": "apt__3.1.13__3.1.14", "libs": 1, "err": false}
[573/769] i=572 rc=0 59.5s {"i": 572, "pair": "apt__3.1.14__3.1.15", "libs": 1, "err": false}
[574/769] i=573 rc=0 59.9s {"i": 573, "pair": "apt__3.1.15__3.1.16", "libs": 1, "err": false}
[575/769] i=574 rc=0 59.3s {"i": 574, "pair": "apt__3.1.16__3.2.0", "libs": 1, "err": false}
[576/769] i=575 rc=0 59.4s {"i": 575, "pair": "apt__3.2.0__3.3.0", "libs": 1, "err": false}
[577/769] i=580 rc=0 19.1s {"i": 580, "pair": "djvulibre__3.5.28__3.5.29", "libs": 1, "err": false}
[578/769] i=579 rc=0 21.4s {"i": 579, "pair": "djvulibre__3.5.27.1__3.5.28", "libs": 1, "err": false}
[579/769] i=581 rc=0 18.5s {"i": 581, "pair": "djvulibre__3.5.29__3.5.30", "libs": 1, "err": false}
[580/769] i=582 rc=0 2.1s {"i": 582, "pair": "openal-soft__1.18.2__1.19.0", "libs": 1, "err": false}
[581/769] i=583 rc=0 2.1s {"i": 583, "pair": "openal-soft__1.19.0__1.19.1", "libs": 1, "err": false}
[582/769] i=585 rc=0 1.0s {"i": 585, "pair": "openal-soft__1.23.1__1.24.0", "libs": 0, "err": true}
[583/769] i=584 rc=0 1.8s {"i": 584, "pair": "openal-soft__1.19.1__1.23.1", "libs": 0, "err": true}
[584/769] i=586 rc=0 2.7s {"i": 586, "pair": "openal-soft__1.24.0__1.24.1", "libs": 1, "err": false}
[585/769] i=587 rc=0 2.4s {"i": 587, "pair": "openal-soft__1.24.1__1.24.2", "libs": 1, "err": false}
[586/769] i=588 rc=0 3.2s {"i": 588, "pair": "openal-soft__1.24.2__1.25.0", "libs": 1, "err": false}
[587/769] i=589 rc=0 3.0s {"i": 589, "pair": "openal-soft__1.25.0__1.25.1", "libs": 1, "err": false}
[588/769] i=590 rc=0 4.3s {"i": 590, "pair": "openal-soft__1.25.1__1.25.2", "libs": 1, "err": false}
[589/769] i=591 rc=0 7.1s {"i": 591, "pair": "rubberband__1.9.2__2.0.0", "libs": 1, "err": false}
[590/769] i=592 rc=0 6.6s {"i": 592, "pair": "rubberband__2.0.0__2.0.2+dfsg0", "libs": 1, "err": false}
[591/769] i=593 rc=0 8.5s {"i": 593, "pair": "rubberband__2.0.2+dfsg0__3.0.0+dfsg0", "libs": 1, "err": false}
[592/769] i=594 rc=0 10.5s {"i": 594, "pair": "rubberband__3.0.0+dfsg0__3.1.0+dfsg0", "libs": 1, "err": false}
[593/769] i=595 rc=0 10.0s {"i": 595, "pair": "rubberband__3.1.0+dfsg0__3.1.1+dfsg0", "libs": 1, "err": false}
[594/769] i=596 rc=0 9.9s {"i": 596, "pair": "rubberband__3.1.1+dfsg0__3.1.2+dfsg0", "libs": 1, "err": false}
[595/769] i=597 rc=0 9.7s {"i": 597, "pair": "rubberband__3.1.2+dfsg0__3.2.1+dfsg", "libs": 1, "err": false}
[596/769] i=576 rc=0 58.2s {"i": 576, "pair": "apt__3.3.0__3.3.1", "libs": 1, "err": false}
[597/769] i=598 rc=0 10.8s {"i": 598, "pair": "rubberband__3.2.1+dfsg__3.3.0+dfsg", "libs": 1, "err": false}
[598/769] i=577 rc=0 58.4s {"i": 577, "pair": "apt__3.3.1__3.3.2", "libs": 1, "err": false}
[599/769] i=600 rc=0 2.7s {"i": 600, "pair": "libsigc++-2.0__2.8.0__2.9.3", "libs": 1, "err": false}
[600/769] i=578 rc=0 59.0s {"i": 578, "pair": "apt__3.3.2__3.3.3", "libs": 1, "err": false}
[601/769] i=601 rc=0 2.3s {"i": 601, "pair": "libsigc++-2.0__2.9.3__2.10.0", "libs": 1, "err": false}
[602/769] i=602 rc=0 2.2s {"i": 602, "pair": "libsigc++-2.0__2.10.0__2.10.1", "libs": 1, "err": false}
[603/769] i=603 rc=0 2.3s {"i": 603, "pair": "libsigc++-2.0__2.10.1__2.10.2", "libs": 1, "err": false}
[604/769] i=604 rc=0 2.3s {"i": 604, "pair": "libsigc++-2.0__2.10.2__2.10.4", "libs": 1, "err": false}
[605/769] i=599 rc=0 10.8s {"i": 599, "pair": "rubberband__3.3.0+dfsg__4.0.0+dfsg", "libs": 1, "err": false}
[606/769] i=605 rc=0 7.1s {"i": 605, "pair": "libsigc++-2.0__2.10.4__2.10.8", "libs": 1, "err": false}
[607/769] i=606 rc=0 7.3s {"i": 606, "pair": "libsigc++-2.0__2.10.8__2.12.0", "libs": 1, "err": false}
[608/769] i=607 rc=0 12.6s {"i": 607, "pair": "libsigc++-2.0__2.12.0__2.12.1", "libs": 1, "err": false}
[609/769] i=609 rc=0 22.2s {"i": 609, "pair": "srt__1.4.4__1.5.0", "libs": 1, "err": false}
[610/769] i=608 rc=0 25.0s {"i": 608, "pair": "srt__1.4.2__1.4.4", "libs": 1, "err": false}
[611/769] i=611 rc=0 22.2s {"i": 611, "pair": "srt__1.5.1__1.5.2", "libs": 1, "err": false}
[612/769] i=610 rc=0 27.5s {"i": 610, "pair": "srt__1.5.0__1.5.1", "libs": 1, "err": false}
[613/769] i=612 rc=0 22.5s {"i": 612, "pair": "srt__1.5.2__1.5.3", "libs": 1, "err": false}
[614/769] i=618 rc=0 0.9s {"i": 618, "pair": "zimg__3.0.3+ds1__3.0.4+ds1", "libs": 0, "err": true}
[615/769] i=617 rc=0 1.7s {"i": 617, "pair": "zimg__3.0.2+ds1__3.0.3+ds1", "libs": 0, "err": true}
[616/769] i=613 rc=0 20.2s {"i": 613, "pair": "srt__1.5.3__1.5.4", "libs": 1, "err": false}
[617/769] i=616 rc=0 9.8s {"i": 616, "pair": "zimg__3.0.1+ds1__3.0.2+ds1", "libs": 1, "err": false}
[618/769] i=621 rc=0 6.0s {"i": 621, "pair": "intel-gmmlib__22.5.5+ds1__22.6.0+ds1", "libs": 1, "err": false}
[619/769] i=619 rc=0 10.6s {"i": 619, "pair": "zimg__3.0.4+ds1__3.0.5+ds1", "libs": 1, "err": false}
[620/769] i=614 rc=0 18.4s {"i": 614, "pair": "srt__1.5.4__1.5.5", "libs": 1, "err": false}
[621/769] i=620 rc=0 12.5s {"i": 620, "pair": "zimg__3.0.5+ds1__3.0.6+ds1", "libs": 1, "err": false}
[622/769] i=622 rc=0 4.9s {"i": 622, "pair": "intel-gmmlib__22.6.0+ds1__22.7.0+ds1", "libs": 1, "err": false}
[623/769] i=623 rc=0 5.3s {"i": 623, "pair": "intel-gmmlib__22.7.0+ds1__22.7.1+ds1", "libs": 1, "err": false}
[624/769] i=615 rc=0 19.1s {"i": 615, "pair": "srt__1.5.5__1.5.6", "libs": 1, "err": false}
[625/769] i=624 rc=0 5.0s {"i": 624, "pair": "intel-gmmlib__22.7.1+ds1__22.7.2+ds1", "libs": 1, "err": false}
[626/769] i=626 rc=0 3.5s {"i": 626, "pair": "intel-gmmlib__22.8.1+ds1__22.8.2+ds1", "libs": 1, "err": false}
[627/769] i=625 rc=0 5.4s {"i": 625, "pair": "intel-gmmlib__22.7.2+ds1__22.8.1+ds1", "libs": 1, "err": false}
[628/769] i=627 rc=0 6.3s {"i": 627, "pair": "intel-gmmlib__22.8.2+ds1__22.9.0+ds1", "libs": 1, "err": false}
[629/769] i=628 rc=0 5.6s {"i": 628, "pair": "intel-gmmlib__22.9.0+ds1__22.10.0+ds1", "libs": 1, "err": false}
[630/769] i=630 rc=0 4.3s {"i": 630, "pair": "libglu__9.0.0__9.0.1", "libs": 1, "err": false}
[631/769] i=631 rc=0 3.6s {"i": 631, "pair": "libglu__9.0.1__9.0.2", "libs": 1, "err": false}
[632/769] i=633 rc=0 1.7s {"i": 633, "pair": "hunspell__1.6.2__1.7.0", "libs": 0, "err": false}
[633/769] i=629 rc=0 7.2s {"i": 629, "pair": "intel-gmmlib__22.10.0+ds1__22.10.1+ds1", "libs": 1, "err": false}
[634/769] i=632 rc=0 7.2s {"i": 632, "pair": "hunspell__1.6.1__1.6.2", "libs": 1, "err": false}
[635/769] i=634 rc=0 6.6s {"i": 634, "pair": "hunspell__1.7.0__1.7.1", "libs": 1, "err": false}
[636/769] i=635 rc=0 6.7s {"i": 635, "pair": "hunspell__1.7.1__1.7.2", "libs": 1, "err": false}
[637/769] i=636 rc=0 7.6s {"i": 636, "pair": "hunspell__1.7.2__1.7.2+really1.7.1", "libs": 1, "err": false}
[638/769] i=637 rc=0 7.0s {"i": 637, "pair": "hunspell__1.7.2+really1.7.1__1.7.2+really1.7.2", "libs": 1, "err": false}
[639/769] i=641 rc=0 2.3s {"i": 641, "pair": "libmodplug__0.8.8.5__0.8.9.0", "libs": 1, "err": false}
[640/769] i=638 rc=0 8.5s {"i": 638, "pair": "hunspell__1.7.2+really1.7.2__1.7.3", "libs": 1, "err": false}
[641/769] i=639 rc=0 7.6s {"i": 639, "pair": "hunspell__1.7.3__1.7.3+really1.7.2", "libs": 1, "err": false}
[642/769] i=640 rc=0 7.3s {"i": 640, "pair": "hunspell__1.7.3+really1.7.2__1.7.3+really1.7.3", "libs": 1, "err": false}
[643/769] i=642 rc=0 7.7s {"i": 642, "pair": "gst-plugins-bad1.0__1.27.90__1.28.0", "libs": 23, "err": false}
[644/769] i=643 rc=0 8.2s {"i": 643, "pair": "gst-plugins-bad1.0__1.28.0__1.28.1", "libs": 23, "err": false}
[645/769] i=644 rc=0 8.4s {"i": 644, "pair": "gst-plugins-bad1.0__1.28.1__1.28.2", "libs": 23, "err": false}
[646/769] i=645 rc=0 9.0s {"i": 645, "pair": "gst-plugins-bad1.0__1.28.2__1.28.3", "libs": 23, "err": false}
[647/769] i=646 rc=0 8.3s {"i": 646, "pair": "gst-plugins-bad1.0__1.28.3__1.28.4", "libs": 23, "err": false}
[648/769] i=647 rc=0 7.5s {"i": 647, "pair": "gst-plugins-bad1.0__1.28.4__1.28.5", "libs": 23, "err": false}
[649/769] i=648 rc=0 7.3s {"i": 648, "pair": "gst-plugins-bad1.0__1.28.5__1.28.6", "libs": 23, "err": false}
[650/769] i=649 rc=0 7.5s {"i": 649, "pair": "gst-plugins-bad1.0__1.28.6__1.29.1", "libs": 23, "err": false}
[651/769] i=651 rc=0 6.3s {"i": 651, "pair": "pipewire__1.5.85__1.6.0", "libs": 23, "err": false}
[652/769] i=650 rc=0 7.8s {"i": 650, "pair": "gst-plugins-bad1.0__1.29.1__1.29.2", "libs": 23, "err": false}
[653/769] i=652 rc=0 6.6s {"i": 652, "pair": "pipewire__1.6.0__1.6.1", "libs": 23, "err": false}
[654/769] i=653 rc=0 6.7s {"i": 653, "pair": "pipewire__1.6.1__1.6.2", "libs": 23, "err": false}
[655/769] i=654 rc=0 6.4s {"i": 654, "pair": "pipewire__1.6.2__1.6.3", "libs": 23, "err": false}
[656/769] i=655 rc=0 6.6s {"i": 655, "pair": "pipewire__1.6.3__1.6.4", "libs": 23, "err": false}
[657/769] i=656 rc=0 5.6s {"i": 656, "pair": "pipewire__1.6.4__1.6.5", "libs": 23, "err": false}
[658/769] i=657 rc=0 7.0s {"i": 657, "pair": "pipewire__1.6.5__1.6.6", "libs": 23, "err": false}
[659/769] i=660 rc=0 3.2s {"i": 660, "pair": "soundtouch__1.9.2__2.0.0", "libs": 1, "err": false}
[660/769] i=658 rc=0 6.6s {"i": 658, "pair": "pipewire__1.6.6__1.6.7", "libs": 23, "err": false}
[661/769] i=661 rc=0 2.8s {"i": 661, "pair": "soundtouch__2.0.0__2.1.2+ds1", "libs": 1, "err": false}
[662/769] i=662 rc=0 2.6s {"i": 662, "pair": "soundtouch__2.1.2+ds1__2.2+ds1", "libs": 1, "err": false}
[663/769] i=663 rc=0 1.7s {"i": 663, "pair": "soundtouch__2.2+ds1__2.3.1+ds1", "libs": 1, "err": false}
[664/769] i=659 rc=0 6.7s {"i": 659, "pair": "pipewire__1.6.7__1.6.8", "libs": 23, "err": false}
[665/769] i=664 rc=0 2.6s {"i": 664, "pair": "soundtouch__2.3.1+ds1__2.3.2+ds1", "libs": 1, "err": false}
[666/769] i=665 rc=0 2.0s {"i": 665, "pair": "soundtouch__2.3.2+ds1__2.3.3+ds", "libs": 2, "err": false}
[667/769] i=666 rc=0 2.2s {"i": 666, "pair": "soundtouch__2.3.3+ds__2.4.0+ds", "libs": 2, "err": false}
[668/769] i=667 rc=0 2.8s {"i": 667, "pair": "soundtouch__2.4.0+ds__2.4.1+ds", "libs": 2, "err": false}
[669/769] i=668 rc=0 22.1s {"i": 668, "pair": "sane-backends__1.0.27__1.0.31", "libs": 88, "err": false}
[670/769] i=669 rc=0 28.5s {"i": 669, "pair": "sane-backends__1.0.31__1.0.32", "libs": 91, "err": false}
[671/769] i=675 rc=0 3.3s {"i": 675, "pair": "libsidplay__1.36.59__1.36.60", "libs": 1, "err": false}
[672/769] i=670 rc=0 35.0s {"i": 670, "pair": "sane-backends__1.0.32__1.1.1", "libs": 91, "err": false}
[673/769] i=672 rc=0 34.9s {"i": 672, "pair": "sane-backends__1.2.1__1.3.0", "libs": 91, "err": false}
[674/769] i=671 rc=0 35.5s {"i": 671, "pair": "sane-backends__1.1.1__1.2.1", "libs": 91, "err": false}
[675/769] i=673 rc=0 36.1s {"i": 673, "pair": "sane-backends__1.3.0__1.3.1", "libs": 92, "err": false}
[676/769] i=674 rc=0 33.1s {"i": 674, "pair": "sane-backends__1.3.1__1.4.0", "libs": 93, "err": false}
[677/769] i=676 rc=0 25.0s {"i": 676, "pair": "mesa__25.0.0__25.0.1", "libs": 1, "err": false}
[678/769] i=677 rc=0 31.1s {"i": 677, "pair": "mesa__25.0.1__25.0.2", "libs": 1, "err": false}
[679/769] i=678 rc=0 30.9s {"i": 678, "pair": "mesa__25.0.2__25.0.3", "libs": 1, "err": false}
[680/769] i=679 rc=0 32.1s {"i": 679, "pair": "mesa__25.0.3__25.0.4", "libs": 1, "err": false}
[681/769] i=680 rc=0 32.2s {"i": 680, "pair": "mesa__25.0.4__25.0.5", "libs": 1, "err": false}
[682/769] i=681 rc=0 29.4s {"i": 681, "pair": "mesa__25.0.5__25.0.7", "libs": 1, "err": false}
[683/769] i=682 rc=0 30.2s {"i": 682, "pair": "mesa__25.0.7__25.1.0", "libs": 1, "err": false}
[684/769] i=685 rc=0 19.8s {"i": 685, "pair": "vte2.91__0.80.0__0.80.1", "libs": 1, "err": false}
